     0.00000   -11.88163
     0.00614   -11.88119
     0.01228   -11.87988
     0.01842   -11.87768
     0.02457   -11.87461
     0.03071   -11.87066
     0.03685   -11.86584
     0.04299   -11.86013
     0.04913   -11.85355
     0.05527   -11.84610
     0.06141   -11.83777
     0.06755   -11.82856
     0.07370   -11.81848
     0.07984   -11.80752
     0.08598   -11.79569
     0.09212   -11.78298
     0.09826   -11.76940
     0.10440   -11.75495
     0.11054   -11.73964
     0.11668   -11.72345
     0.12283   -11.70640
     0.12897   -11.68848
     0.13511   -11.66969
     0.14125   -11.65004
     0.14739   -11.62952
     0.15353   -11.60814
     0.15967   -11.58589
     0.16582   -11.56278
     0.17196   -11.53882
     0.17810   -11.51400
     0.18424   -11.48832
     0.19038   -11.46178
     0.19652   -11.43439
     0.20266   -11.40615
     0.20880   -11.37706
     0.21495   -11.34713
     0.22109   -11.31635
     0.22723   -11.28472
     0.23337   -11.25226
     0.23951   -11.21895
     0.24565   -11.18481
     0.25179   -11.14983
     0.25793   -11.11401
     0.26408   -11.07737
     0.27022   -11.03989
     0.27636   -11.00159
     0.28250   -10.96246
     0.28864   -10.92252
     0.29478   -10.88175
     0.30092   -10.84017
     0.30706   -10.79778
     0.31321   -10.75458
     0.31935   -10.71057
     0.32549   -10.66577
     0.33163   -10.62016
     0.33777   -10.57376
     0.34391   -10.52656
     0.35005   -10.47858
     0.35620   -10.42981
     0.36234   -10.38025
     0.36848   -10.32992
     0.37462   -10.27881
     0.38076   -10.22693
     0.38690   -10.17428
     0.39304   -10.12087
     0.39918   -10.06670
     0.40533   -10.01178
     0.41147    -9.95611
     0.41761    -9.89970
     0.42375    -9.84255
     0.42989    -9.78466
     0.43603    -9.72605
     0.44217    -9.66671
     0.44831    -9.60666
     0.45446    -9.54589
     0.46060    -9.48441
     0.46674    -9.42223
     0.47288    -9.35935
     0.47902    -9.29578
     0.48516    -9.23152
     0.49130    -9.16659
     0.49745    -9.10098
     0.50359    -9.03471
     0.50973    -8.96777
     0.51587    -8.90018
     0.52201    -8.83195
     0.52815    -8.76308
     0.53429    -8.69358
     0.54043    -8.62345
     0.54658    -8.55271
     0.55272    -8.48136
     0.55886    -8.40942
     0.56500    -8.33687
     0.57114    -8.26375
     0.57728    -8.19004
     0.58342    -8.11577
     0.58956    -8.04093
     0.59571    -7.96555
     0.60185    -7.88962
     0.60799    -7.81316
     0.60799    -7.81316
     0.61106    -7.81313
     0.61413    -7.81302
     0.61720    -7.81284
     0.62027    -7.81259
     0.62334    -7.81227
     0.62641    -7.81188
     0.62948    -7.81142
     0.63255    -7.81089
     0.63562    -7.81029
     0.63869    -7.80962
     0.64177    -7.80889
     0.64484    -7.80808
     0.64791    -7.80721
     0.65098    -7.80627
     0.65405    -7.80527
     0.65712    -7.80419
     0.66019    -7.80306
     0.66326    -7.80186
     0.66633    -7.80060
     0.66940    -7.79928
     0.67247    -7.79790
     0.67554    -7.79646
     0.67861    -7.79496
     0.68168    -7.79341
     0.68475    -7.79179
     0.68783    -7.79013
     0.69090    -7.78842
     0.69397    -7.78664
     0.69704    -7.78482
     0.70011    -7.78295
     0.70318    -7.78104
     0.70625    -7.77908
     0.70932    -7.77707
     0.71239    -7.77503
     0.71546    -7.77294
     0.71853    -7.77081
     0.72160    -7.76865
     0.72467    -7.76646
     0.72774    -7.76423
     0.73081    -7.76197
     0.73389    -7.75968
     0.73696    -7.75737
     0.74003    -7.75503
     0.74310    -7.75267
     0.74617    -7.75029
     0.74924    -7.74789
     0.75231    -7.74548
     0.75538    -7.74305
     0.75845    -7.74062
     0.76152    -7.73817
     0.76459    -7.73572
     0.76766    -7.73327
     0.77073    -7.73081
     0.77380    -7.72836
     0.77687    -7.72591
     0.77994    -7.72346
     0.78302    -7.72103
     0.78609    -7.71861
     0.78916    -7.71620
     0.79223    -7.71381
     0.79530    -7.71144
     0.79837    -7.70909
     0.80144    -7.70676
     0.80451    -7.70446
     0.80758    -7.70220
     0.81065    -7.69996
     0.81372    -7.69776
     0.81679    -7.69560
     0.81986    -7.69347
     0.82293    -7.69139
     0.82600    -7.68936
     0.82908    -7.68737
     0.83215    -7.68543
     0.83522    -7.68354
     0.83829    -7.68170
     0.84136    -7.67992
     0.84443    -7.67820
     0.84750    -7.67654
