    -0.03000     0.20359     0.20472     0.20472     0.29936
    -0.03000     0.20359     0.20472     0.20472     0.29936
    -0.03000     0.20359     0.20472     0.20472     0.29936
    -0.03000     0.20359     0.20472     0.20472     0.29936
    -0.03000     0.20359     0.20472     0.20472     0.29936
    -0.03000     0.20359     0.20472     0.20472     0.29936
     0.00000     0.20635     0.20635     0.20635     0.30032
     0.03000     0.20359     0.20472     0.20472     0.29936
     0.03000     0.20359     0.20472     0.20472     0.29936
     0.03000     0.20359     0.20472     0.20472     0.29936
     0.03000     0.20359     0.20472     0.20472     0.29936
     0.03000     0.20359     0.20472     0.20472     0.29936
     0.03000     0.20359     0.20472     0.20472     0.29936

    -0.03000     0.20359     0.20472     0.20472     0.29936
    -0.03000     0.20359     0.20472     0.20472     0.29936
    -0.03000     0.20359     0.20472     0.20472     0.29936
    -0.03000     0.20359     0.20472     0.20472     0.29936
    -0.03000     0.20359     0.20472     0.20472     0.29936
    -0.03000     0.20359     0.20472     0.20472     0.29936
     0.00000     0.20635     0.20635     0.20635     0.30032
     0.03000     0.20359     0.20472     0.20472     0.29936
     0.03000     0.20359     0.20472     0.20472     0.29936
     0.03000     0.20359     0.20472     0.20472     0.29936
     0.03000     0.20359     0.20472     0.20472     0.29936
     0.03000     0.20359     0.20472     0.20472     0.29936
     0.03000     0.20359     0.20472     0.20472     0.29936

    -0.03000     0.20359     0.20472     0.20472     0.29936
    -0.03000     0.20359     0.20472     0.20472     0.29936
    -0.03000     0.20359     0.20472     0.20472     0.29936
    -0.03000     0.20359     0.20472     0.20472     0.29936
    -0.03000     0.20359     0.20472     0.20472     0.29936
    -0.03000     0.20359     0.20472     0.20472     0.29936
     0.00000     0.20635     0.20635     0.20635     0.30032
     0.03000     0.20359     0.20472     0.20472     0.29936
     0.03000     0.20359     0.20472     0.20472     0.29936
     0.03000     0.20359     0.20472     0.20472     0.29936
     0.03000     0.20359     0.20472     0.20472     0.29936
     0.03000     0.20359     0.20472     0.20472     0.29936
     0.03000     0.20359     0.20472     0.20472     0.29936

    -0.04243     0.19838     0.20309     0.20601     0.30111
    -0.04243     0.19838     0.20309     0.20601     0.30111
    -0.04243     0.19838     0.20309     0.20601     0.30111
    -0.04243     0.19838     0.20309     0.20601     0.30111
    -0.04243     0.19838     0.20309     0.20601     0.30111
    -0.04243     0.19838     0.20309     0.20601     0.30111
     0.00000     0.20635     0.20635     0.20635     0.30032
     0.04243     0.19838     0.20309     0.20601     0.30111
     0.04243     0.19838     0.20309     0.20601     0.30111
     0.04243     0.19838     0.20309     0.20601     0.30111
     0.04243     0.19838     0.20309     0.20601     0.30111
     0.04243     0.19838     0.20309     0.20601     0.30111
     0.04243     0.19838     0.20309     0.20601     0.30111

    -0.04243     0.19838     0.20309     0.20601     0.30111
    -0.04243     0.19838     0.20309     0.20601     0.30111
    -0.04243     0.19838     0.20309     0.20601     0.30111
    -0.04243     0.19838     0.20309     0.20601     0.30111
    -0.04243     0.19838     0.20309     0.20601     0.30111
    -0.04243     0.19838     0.20309     0.20601     0.30111
     0.00000     0.20635     0.20635     0.20635     0.30032
     0.04243     0.19838     0.20309     0.20601     0.30111
     0.04243     0.19838     0.20309     0.20601     0.30111
     0.04243     0.19838     0.20309     0.20601     0.30111
     0.04243     0.19838     0.20309     0.20601     0.30111
     0.04243     0.19838     0.20309     0.20601     0.30111
     0.04243     0.19838     0.20309     0.20601     0.30111

    -0.04243     0.19838     0.20309     0.20601     0.30111
    -0.04243     0.19838     0.20309     0.20601     0.30111
    -0.04243     0.19838     0.20309     0.20601     0.30111
    -0.04243     0.19838     0.20309     0.20601     0.30111
    -0.04243     0.19838     0.20309     0.20601     0.30111
    -0.04243     0.19838     0.20309     0.20601     0.30111
     0.00000     0.20635     0.20635     0.20635     0.30032
     0.04243     0.19838     0.20309     0.20601     0.30111
     0.04243     0.19838     0.20309     0.20601     0.30111
     0.04243     0.19838     0.20309     0.20601     0.30111
     0.04243     0.19838     0.20309     0.20601     0.30111
     0.04243     0.19838     0.20309     0.20601     0.30111
     0.04243     0.19838     0.20309     0.20601     0.30111

    -0.05196     0.19348     0.20442     0.20442     0.30196
    -0.05196     0.19348     0.20442     0.20442     0.30196
    -0.05196     0.19348     0.20442     0.20442     0.30196
    -0.05196     0.19348     0.20442     0.20442     0.30196
    -0.05196     0.19348     0.20442     0.20442     0.30196
    -0.05196     0.19348     0.20442     0.20442     0.30196
     0.00000     0.20635     0.20635     0.20635     0.30032
     0.05196     0.19348     0.20442     0.20442     0.30196
     0.05196     0.19348     0.20442     0.20442     0.30196
     0.05196     0.19348     0.20442     0.20442     0.30196
     0.05196     0.19348     0.20442     0.20442     0.30196
     0.05196     0.19348     0.20442     0.20442     0.30196
     0.05196     0.19348     0.20442     0.20442     0.30196

    -0.03000    -0.03459     0.10549     0.10614     0.23107
    -0.02500    -0.03456     0.10591     0.10637     0.23039
    -0.02500    -0.03456     0.10591     0.10637     0.23039
    -0.02500    -0.03456     0.10591     0.10637     0.23039
    -0.02500    -0.03456     0.10591     0.10637     0.23039
    -0.02500    -0.03456     0.10591     0.10637     0.23039
     0.00000    -0.03451     0.10689     0.10689     0.22881
     0.02500    -0.03456     0.10591     0.10637     0.23039
     0.02500    -0.03456     0.10591     0.10637     0.23039
     0.02500    -0.03456     0.10591     0.10637     0.23039
     0.02500    -0.03456     0.10591     0.10637     0.23039
     0.02500    -0.03456     0.10591     0.10637     0.23039
     0.02500    -0.03456     0.10591     0.10637     0.23039

    -0.03000    -0.01938     0.10934     0.10934     0.22906
    -0.02500    -0.02192     0.10888     0.10888     0.22895
    -0.02500    -0.02192     0.10888     0.10888     0.22895
    -0.02500    -0.02192     0.10888     0.10888     0.22895
    -0.02500    -0.02192     0.10888     0.10888     0.22895
    -0.02500    -0.02192     0.10888     0.10888     0.22895
     0.00000    -0.03451     0.10689     0.10689     0.22881
     0.02500    -0.02192     0.10888     0.10888     0.22895
     0.02500    -0.02192     0.10888     0.10888     0.22895
     0.02500    -0.02192     0.10888     0.10888     0.22895
     0.02500    -0.02192     0.10888     0.10888     0.22895
     0.02500    -0.02192     0.10888     0.10888     0.22895
     0.02500    -0.02192     0.10888     0.10888     0.22895

    -0.03000    -0.03459     0.10549     0.10614     0.23107
    -0.02500    -0.03456     0.10591     0.10637     0.23039
    -0.02500    -0.03456     0.10591     0.10637     0.23039
    -0.02500    -0.03456     0.10591     0.10637     0.23039
    -0.02500    -0.03456     0.10591     0.10637     0.23039
    -0.02500    -0.03456     0.10591     0.10637     0.23039
     0.00000    -0.03451     0.10689     0.10689     0.22881
     0.02500    -0.03456     0.10591     0.10637     0.23039
     0.02500    -0.03456     0.10591     0.10637     0.23039
     0.02500    -0.03456     0.10591     0.10637     0.23039
     0.02500    -0.03456     0.10591     0.10637     0.23039
     0.02500    -0.03456     0.10591     0.10637     0.23039
     0.02500    -0.03456     0.10591     0.10637     0.23039

    -0.04243    -0.01956     0.10787     0.10875     0.23137
    -0.03536    -0.02203     0.10786     0.10845     0.23056
    -0.03536    -0.02203     0.10786     0.10845     0.23056
    -0.03536    -0.02203     0.10786     0.10845     0.23056
    -0.03536    -0.02203     0.10786     0.10845     0.23056
    -0.03536    -0.02203     0.10786     0.10845     0.23056
     0.00000    -0.03451     0.10689     0.10689     0.22881
     0.03536    -0.02203     0.10786     0.10845     0.23056
     0.03536    -0.02203     0.10786     0.10845     0.23056
     0.03536    -0.02203     0.10786     0.10845     0.23056
     0.03536    -0.02203     0.10786     0.10845     0.23056
     0.03536    -0.02203     0.10786     0.10845     0.23056
     0.03536    -0.02203     0.10786     0.10845     0.23056

    -0.04243    -0.03467     0.10222     0.10749     0.23265
    -0.03536    -0.03462     0.10358     0.10731     0.23162
    -0.03536    -0.03462     0.10358     0.10731     0.23162
    -0.03536    -0.03462     0.10358     0.10731     0.23162
    -0.03536    -0.03462     0.10358     0.10731     0.23162
    -0.03536    -0.03462     0.10358     0.10731     0.23162
     0.00000    -0.03451     0.10689     0.10689     0.22881
     0.03536    -0.03462     0.10358     0.10731     0.23162
     0.03536    -0.03462     0.10358     0.10731     0.23162
     0.03536    -0.03462     0.10358     0.10731     0.23162
     0.03536    -0.03462     0.10358     0.10731     0.23162
     0.03536    -0.03462     0.10358     0.10731     0.23162
     0.03536    -0.03462     0.10358     0.10731     0.23162

    -0.04243    -0.01956     0.10787     0.10875     0.23137
    -0.03536    -0.02203     0.10786     0.10845     0.23056
    -0.03536    -0.02203     0.10786     0.10845     0.23056
    -0.03536    -0.02203     0.10786     0.10845     0.23056
    -0.03536    -0.02203     0.10786     0.10845     0.23056
    -0.03536    -0.02203     0.10786     0.10845     0.23056
     0.00000    -0.03451     0.10689     0.10689     0.22881
     0.03536    -0.02203     0.10786     0.10845     0.23056
     0.03536    -0.02203     0.10786     0.10845     0.23056
     0.03536    -0.02203     0.10786     0.10845     0.23056
     0.03536    -0.02203     0.10786     0.10845     0.23056
     0.03536    -0.02203     0.10786     0.10845     0.23056
     0.03536    -0.02203     0.10786     0.10845     0.23056

    -0.05196    -0.01974     0.10487     0.10993     0.23313
    -0.04330    -0.02215     0.10569     0.10930     0.23188
    -0.04330    -0.02215     0.10569     0.10930     0.23188
    -0.04330    -0.02215     0.10569     0.10930     0.23188
    -0.04330    -0.02215     0.10569     0.10930     0.23188
    -0.04330    -0.02215     0.10569     0.10930     0.23188
     0.00000    -0.03451     0.10689     0.10689     0.22881
     0.04330    -0.02215     0.10569     0.10930     0.23188
     0.04330    -0.02215     0.10569     0.10930     0.23188
     0.04330    -0.02215     0.10569     0.10930     0.23188
     0.04330    -0.02215     0.10569     0.10930     0.23188
     0.04330    -0.02215     0.10569     0.10930     0.23188
     0.04330    -0.02215     0.10569     0.10930     0.23188

